"","ERBB2","FGFR1","FLT3"
"TCGA-DD-AADA",NA,NA,0
"TCGA-DD-AADB",NA,NA,0
"TCGA-DD-AADC",NA,NA,0
"TCGA-DD-AADD",NA,NA,0
"TCGA-DD-AADE",NA,NA,0
"TCGA-DD-AADF",NA,NA,0
"TCGA-DD-AADG",NA,NA,0
"TCGA-DD-AADI",NA,NA,0
"TCGA-DD-AADJ",NA,NA,0
"TCGA-DD-AADK",NA,NA,0
"TCGA-DD-AADL",NA,NA,0
"TCGA-DD-AADM",NA,NA,0
"TCGA-DD-AADN",NA,NA,0
"TCGA-DD-AADO",NA,NA,0
"TCGA-DD-AADP",NA,NA,0
"TCGA-DD-AADQ",NA,NA,0
"TCGA-DD-AADR",NA,NA,0
"TCGA-DD-AADS",NA,NA,0
"TCGA-DD-AADU",NA,NA,0
"TCGA-DD-AADV",NA,NA,0
"TCGA-DD-AADW",NA,NA,0
"TCGA-DD-AADY",NA,NA,0
"TCGA-DD-AAE0",NA,NA,0
"TCGA-DD-AAE1",NA,NA,0
"TCGA-DD-AAE2",NA,NA,0
"TCGA-DD-AAE3",NA,NA,0
"TCGA-DD-AAE4",NA,NA,0
"TCGA-DD-AAE6",NA,NA,0
"TCGA-DD-AAE7",NA,NA,0
"TCGA-DD-AAE8",NA,NA,0
"TCGA-DD-AAE9",NA,NA,0
"TCGA-DD-AAEA",NA,NA,0
"TCGA-DD-AAEB",NA,NA,0
"TCGA-DD-AAED",NA,NA,0
"TCGA-DD-AAEE",NA,NA,0
"TCGA-DD-AAEG",NA,NA,0
"TCGA-DD-AAEH",NA,NA,0
"TCGA-DD-AAEI",NA,NA,0
"TCGA-DD-AAEK",NA,NA,0
"TCGA-DD-AAVP",NA,NA,0
"TCGA-DD-AAVQ",NA,NA,0
"TCGA-DD-AAVR",NA,NA,0
"TCGA-DD-AAVS",NA,NA,0
"TCGA-DD-AAVU",NA,NA,0
"TCGA-DD-AAVV",NA,NA,0
"TCGA-DD-AAVW",NA,NA,0
"TCGA-DD-AAVX",NA,NA,0
"TCGA-DD-AAVY",NA,NA,0
"TCGA-DD-AAVZ",NA,NA,0
"TCGA-DD-AAW0",NA,NA,0
"TCGA-DD-AAW1",NA,NA,0
"TCGA-DD-AAW2",NA,NA,0
"TCGA-DD-AAW3",NA,NA,0
"TCGA-ED-A459",NA,NA,0
"TCGA-ED-A4XI",NA,NA,0
"TCGA-ED-A5KG",NA,NA,0
"TCGA-ED-A627",NA,NA,0
"TCGA-ED-A66X",NA,NA,0
"TCGA-ED-A66Y",NA,NA,0
"TCGA-ED-A7PX",NA,NA,0
"TCGA-ED-A7PY",NA,NA,0
"TCGA-ED-A7PZ",NA,NA,0
"TCGA-ED-A7XO",NA,NA,0
"TCGA-ED-A7XP",NA,NA,0
"TCGA-ED-A82E",NA,NA,0
"TCGA-ED-A8O5",NA,NA,0
"TCGA-ED-A8O6",NA,NA,0
"TCGA-ED-A97K",NA,NA,0
"TCGA-EP-A12J",NA,NA,0
"TCGA-EP-A26S",NA,NA,0
"TCGA-EP-A2KA",NA,NA,0
"TCGA-EP-A2KB",NA,NA,0
"TCGA-EP-A2KC",NA,NA,0
"TCGA-EP-A3JL",NA,NA,0
"TCGA-EP-A3RK",NA,NA,0
"TCGA-ES-A2HS",NA,NA,0
"TCGA-ES-A2HT",NA,NA,0
"TCGA-FV-A23B",NA,NA,0
"TCGA-FV-A2QQ",NA,NA,0
"TCGA-FV-A2QR",NA,NA,0
"TCGA-FV-A3I0",NA,NA,0
"TCGA-FV-A3I1",NA,NA,0
"TCGA-FV-A3R2",NA,NA,0
"TCGA-FV-A3R3",NA,NA,0
"TCGA-FV-A495",NA,NA,0
"TCGA-FV-A496",NA,NA,0
"TCGA-FV-A4ZP",NA,NA,0
"TCGA-FV-A4ZQ",NA,NA,0
"TCGA-G3-A25S",NA,NA,0
"TCGA-G3-A25T",NA,NA,0
"TCGA-G3-A25U",NA,NA,0
"TCGA-G3-A25V",NA,NA,0
"TCGA-G3-A25W",NA,NA,0
"TCGA-G3-A25X",NA,NA,0
"TCGA-G3-A25Y",NA,NA,0
"TCGA-G3-A25Z",NA,NA,0
"TCGA-G3-A3CG",NA,NA,0
"TCGA-G3-A3CH",NA,NA,0
"TCGA-G3-A3CI",NA,NA,0
"TCGA-G3-A3CJ",NA,NA,0
"TCGA-G3-A3CK",NA,NA,0
"TCGA-G3-A5SI",NA,NA,0
"TCGA-G3-A5SJ",NA,NA,0
"TCGA-G3-A5SK",NA,NA,0
"TCGA-G3-A5SL",NA,NA,0
"TCGA-G3-A5SM",NA,NA,0
"TCGA-G3-A6UC",NA,NA,0
"TCGA-G3-A7M5",NA,NA,0
"TCGA-G3-A7M6",NA,NA,0
"TCGA-G3-A7M7",NA,NA,0
"TCGA-G3-A7M8",NA,NA,0
"TCGA-G3-A7M9",NA,NA,0
"TCGA-G3-AAUZ",NA,NA,0
"TCGA-G3-AAV0",NA,NA,0
"TCGA-G3-AAV1",NA,NA,0
"TCGA-G3-AAV2",NA,NA,0
"TCGA-G3-AAV3",NA,NA,0
"TCGA-G3-AAV4",NA,NA,0
"TCGA-G3-AAV5",NA,NA,0
"TCGA-G3-AAV6",NA,NA,0
"TCGA-G3-AAV7",NA,NA,0
"TCGA-GJ-A3OU",NA,NA,0
"TCGA-GJ-A6C0",NA,NA,0
"TCGA-GJ-A9DB",NA,NA,0
"TCGA-HP-A5MZ",NA,NA,0
"TCGA-HP-A5N0",NA,NA,0
"TCGA-K7-A5RF",NA,NA,0
"TCGA-K7-A5RG",NA,NA,0
"TCGA-K7-A6G5",NA,NA,0
"TCGA-K7-AAU7",NA,NA,0
"TCGA-KR-A7K0",NA,NA,0
"TCGA-KR-A7K2",NA,NA,0
"TCGA-KR-A7K7",NA,NA,0
"TCGA-KR-A7K8",NA,NA,0
"TCGA-LG-A6GG",NA,NA,0
"TCGA-LG-A9QC",NA,NA,0
"TCGA-LG-A9QD",NA,NA,0
"TCGA-MI-A75C",NA,NA,0
"TCGA-MI-A75E",NA,NA,0
"TCGA-MI-A75G",NA,NA,0
"TCGA-MI-A75H",NA,NA,0
"TCGA-MI-A75I",NA,NA,0
"TCGA-MR-A520",NA,NA,0
"TCGA-MR-A8JO",NA,NA,0
"TCGA-NI-A4U2",NA,NA,0
"TCGA-NI-A8LF",NA,NA,0
"TCGA-O8-A75V",NA,NA,0
"TCGA-PD-A5DF",NA,NA,0
"TCGA-QA-A7B7",NA,NA,0
"TCGA-RC-A6M3",NA,NA,0
"TCGA-RC-A6M4",NA,NA,0
"TCGA-RC-A6M5",NA,NA,0
"TCGA-RC-A6M6",NA,NA,0
"TCGA-RC-A7S9",NA,NA,0
"TCGA-RC-A7SB",NA,NA,0
"TCGA-RC-A7SF",NA,NA,0
"TCGA-RC-A7SH",NA,NA,0
"TCGA-RC-A7SK",NA,NA,0
"TCGA-RG-A7D4",NA,NA,0
"TCGA-T1-A6J8",NA,NA,0
"TCGA-UB-A7MA",NA,NA,0
"TCGA-UB-A7MB",NA,NA,0
"TCGA-UB-A7MC",NA,NA,0
"TCGA-UB-A7MD",NA,NA,0
"TCGA-UB-A7ME",NA,NA,0
"TCGA-UB-A7MF",NA,NA,0
"TCGA-UB-AA0U",NA,NA,0
"TCGA-UB-AA0V",NA,NA,0
"TCGA-WJ-A86L",NA,NA,0
"TCGA-WQ-A9G7",NA,NA,0
"TCGA-WQ-AB4B",NA,NA,0
"TCGA-WX-AA44",NA,NA,0
"TCGA-WX-AA46",NA,NA,0
"TCGA-WX-AA47",NA,NA,0
"TCGA-XR-A8TD",NA,NA,0
"TCGA-XR-A8TE",NA,NA,0
"TCGA-XR-A8TF",NA,NA,0
"TCGA-XR-A8TG",NA,NA,0
"TCGA-YA-A8S7",NA,NA,0
"TCGA-ZP-A9CV",NA,NA,0
"TCGA-ZP-A9CY",NA,NA,0
"TCGA-ZP-A9CZ",NA,NA,0
"TCGA-ZP-A9D0",NA,NA,0
"TCGA-ZP-A9D1",NA,NA,0
"TCGA-ZP-A9D2",NA,NA,0
"TCGA-ZP-A9D4",NA,NA,0
"TCGA-ZS-A9CD",NA,NA,0
"TCGA-ZS-A9CE",NA,NA,0
"TCGA-ZS-A9CF",NA,NA,0
"TCGA-ZS-A9CG",NA,NA,0
"TCGA-2H-A9GF",0,NA,NA
"TCGA-2H-A9GG",0,NA,NA
"TCGA-2H-A9GH",0,NA,NA
"TCGA-2H-A9GI",1,NA,NA
"TCGA-2H-A9GJ",0,NA,NA
"TCGA-2H-A9GK",0,NA,NA
"TCGA-2H-A9GL",0,NA,NA
"TCGA-2H-A9GM",0,NA,NA
"TCGA-2H-A9GN",0,NA,NA
"TCGA-2H-A9GO",0,NA,NA
"TCGA-2H-A9GQ",0,NA,NA
"TCGA-2H-A9GR",0,NA,NA
"TCGA-IC-A6RE",0,NA,NA
"TCGA-IC-A6RF",0,NA,NA
"TCGA-IG-A3I8",0,NA,NA
"TCGA-IG-A3QL",0,NA,NA
"TCGA-IG-A3Y9",0,NA,NA
"TCGA-IG-A3YA",0,NA,NA
"TCGA-IG-A3YB",0,NA,NA
"TCGA-IG-A3YC",0,NA,NA
"TCGA-IG-A4P3",0,NA,NA
"TCGA-IG-A4QS",0,NA,NA
"TCGA-IG-A4QT",0,NA,NA
"TCGA-IG-A50L",0,NA,NA
"TCGA-IG-A51D",0,NA,NA
"TCGA-IG-A5B8",0,NA,NA
"TCGA-IG-A5S3",0,NA,NA
"TCGA-IG-A625",0,NA,NA
"TCGA-IG-A6QS",0,NA,NA
"TCGA-IG-A7DP",0,NA,NA
"TCGA-IG-A8O2",0,NA,NA
"TCGA-IG-A97H",0,NA,NA
"TCGA-IG-A97I",0,NA,NA
"TCGA-JY-A6F8",0,NA,NA
"TCGA-JY-A6FA",0,NA,NA
"TCGA-JY-A6FB",0,NA,NA
"TCGA-JY-A6FD",0,NA,NA
"TCGA-JY-A6FE",0,NA,NA
"TCGA-JY-A6FG",0,NA,NA
"TCGA-JY-A6FH",0,NA,NA
"TCGA-JY-A938",0,NA,NA
"TCGA-JY-A939",0,NA,NA
"TCGA-JY-A93C",0,NA,NA
"TCGA-JY-A93D",0,NA,NA
"TCGA-JY-A93E",0,NA,NA
"TCGA-JY-A93F",0,NA,NA
"TCGA-KH-A6WC",0,NA,NA
"TCGA-L5-A43C",0,NA,NA
"TCGA-L5-A43E",0,NA,NA
"TCGA-L5-A43H",0,NA,NA
"TCGA-L5-A43I",0,NA,NA
"TCGA-L5-A43J",0,NA,NA
"TCGA-L5-A43M",0,NA,NA
"TCGA-L5-A4OE",0,NA,NA
"TCGA-L5-A4OF",0,NA,NA
"TCGA-L5-A4OG",0,NA,NA
"TCGA-L5-A4OH",0,NA,NA
"TCGA-L5-A4OI",0,NA,NA
"TCGA-L5-A4OJ",0,NA,NA
"TCGA-L5-A4OM",0,NA,NA
"TCGA-L5-A4ON",0,NA,NA
"TCGA-L5-A4OO",0,NA,NA
"TCGA-L5-A4OP",0,NA,NA
"TCGA-L5-A4OQ",0,NA,NA
"TCGA-L5-A4OR",0,NA,NA
"TCGA-L5-A4OS",0,NA,NA
"TCGA-L5-A4OT",0,NA,NA
"TCGA-L5-A4OU",0,NA,NA
"TCGA-L5-A4OW",1,NA,NA
"TCGA-L5-A4OX",0,NA,NA
"TCGA-L5-A88S",0,NA,NA
"TCGA-L5-A88T",0,NA,NA
"TCGA-L5-A88V",1,NA,NA
"TCGA-L5-A88W",0,NA,NA
"TCGA-L5-A88Y",0,NA,NA
"TCGA-L5-A88Z",0,NA,NA
"TCGA-L5-A891",0,NA,NA
"TCGA-L5-A893",0,NA,NA
"TCGA-L5-A8NE",0,NA,NA
"TCGA-L5-A8NF",0,NA,NA
"TCGA-L5-A8NG",0,NA,NA
"TCGA-L5-A8NH",0,NA,NA
"TCGA-L5-A8NI",0,NA,NA
"TCGA-L5-A8NJ",0,NA,NA
"TCGA-L5-A8NK",0,NA,NA
"TCGA-L5-A8NL",0,NA,NA
"TCGA-L5-A8NM",0,NA,NA
"TCGA-L5-A8NN",0,NA,NA
"TCGA-L5-A8NQ",0,NA,NA
"TCGA-L5-A8NR",0,NA,NA
"TCGA-L5-A8NS",0,NA,NA
"TCGA-L5-A8NT",0,NA,NA
"TCGA-L5-A8NU",0,NA,NA
"TCGA-L5-A8NV",0,NA,NA
"TCGA-L5-A8NW",0,NA,NA
"TCGA-L7-A56G",0,NA,NA
"TCGA-L7-A6VZ",0,NA,NA
"TCGA-LN-A49K",0,NA,NA
"TCGA-LN-A49L",0,NA,NA
"TCGA-LN-A49M",0,NA,NA
"TCGA-LN-A49N",0,NA,NA
"TCGA-LN-A49O",0,NA,NA
"TCGA-LN-A49P",0,NA,NA
"TCGA-LN-A49R",0,NA,NA
"TCGA-LN-A49S",0,NA,NA
"TCGA-LN-A49U",0,NA,NA
"TCGA-LN-A49V",0,NA,NA
"TCGA-LN-A49W",0,NA,NA
"TCGA-LN-A49X",0,NA,NA
"TCGA-LN-A49Y",0,NA,NA
"TCGA-LN-A4A1",0,NA,NA
"TCGA-LN-A4A2",0,NA,NA
"TCGA-LN-A4A3",0,NA,NA
"TCGA-LN-A4A4",0,NA,NA
"TCGA-LN-A4A5",0,NA,NA
"TCGA-LN-A4A6",0,NA,NA
"TCGA-LN-A4A8",0,NA,NA
"TCGA-LN-A4A9",0,NA,NA
"TCGA-LN-A4MQ",0,NA,NA
"TCGA-LN-A4MR",0,NA,NA
"TCGA-LN-A5U5",0,NA,NA
"TCGA-LN-A5U6",0,NA,NA
"TCGA-LN-A5U7",0,NA,NA
"TCGA-LN-A7HV",0,NA,NA
"TCGA-LN-A7HW",0,NA,NA
"TCGA-LN-A7HX",0,NA,NA
"TCGA-LN-A7HY",0,NA,NA
"TCGA-LN-A7HZ",0,NA,NA
"TCGA-LN-A8HZ",0,NA,NA
"TCGA-LN-A8I0",0,NA,NA
"TCGA-LN-A8I1",0,NA,NA
"TCGA-LN-A9FO",0,NA,NA
"TCGA-LN-A9FP",0,NA,NA
"TCGA-LN-A9FQ",0,NA,NA
"TCGA-LN-A9FR",0,NA,NA
"TCGA-M9-A5M8",1,NA,NA
"TCGA-Q9-A6FU",0,NA,NA
"TCGA-Q9-A6FW",0,NA,NA
"TCGA-R6-A6DN",0,NA,NA
"TCGA-R6-A6DQ",0,NA,NA
"TCGA-R6-A6KZ",1,NA,NA
"TCGA-R6-A6L4",0,NA,NA
"TCGA-R6-A6L6",0,NA,NA
"TCGA-R6-A6XG",0,NA,NA
"TCGA-R6-A6XQ",0,NA,NA
"TCGA-R6-A6Y0",0,NA,NA
"TCGA-R6-A6Y2",0,NA,NA
"TCGA-R6-A8W5",1,NA,NA
"TCGA-R6-A8W8",0,NA,NA
"TCGA-R6-A8WC",0,NA,NA
"TCGA-R6-A8WG",0,NA,NA
"TCGA-RE-A7BO",0,NA,NA
"TCGA-S8-A6BV",0,NA,NA
"TCGA-S8-A6BW",0,NA,NA
"TCGA-V5-A7RB",0,NA,NA
"TCGA-V5-A7RC",0,NA,NA
"TCGA-V5-A7RE",1,NA,NA
"TCGA-V5-AASV",0,NA,NA
"TCGA-V5-AASW",0,NA,NA
"TCGA-V5-AASX",0,NA,NA
"TCGA-VR-A8EO",0,NA,NA
"TCGA-VR-A8EP",0,NA,NA
"TCGA-VR-A8EQ",0,NA,NA
"TCGA-VR-A8ER",0,NA,NA
"TCGA-VR-A8ET",0,NA,NA
"TCGA-VR-A8EU",0,NA,NA
"TCGA-VR-A8EW",0,NA,NA
"TCGA-VR-A8EX",0,NA,NA
"TCGA-VR-A8EY",0,NA,NA
"TCGA-VR-A8EZ",0,NA,NA
"TCGA-VR-A8Q7",0,NA,NA
"TCGA-VR-AA4D",0,NA,NA
"TCGA-VR-AA4G",0,NA,NA
"TCGA-VR-AA7B",1,NA,NA
"TCGA-VR-AA7D",0,NA,NA
"TCGA-VR-AA7I",0,NA,NA
"TCGA-X8-AAAR",0,NA,NA
"TCGA-XP-A8T6",0,NA,NA
"TCGA-XP-A8T7",0,NA,NA
"TCGA-XP-A8T8",0,NA,NA
"TCGA-Z6-A8JD",0,NA,NA
"TCGA-Z6-A8JE",0,NA,NA
"TCGA-Z6-A9VB",0,NA,NA
"TCGA-Z6-AAPN",0,NA,NA
"TCGA-ZR-A9CJ",0,NA,NA
